Refcode;Metal;Density (kg/m3);ASA (m2/g);NASA (m2/g);linker SMILES;Largest Cavity Diameter;Pore Limiting Diameter;Largest Free Sphere
MIFQIE;In;1.06558;1015.39;0.0;OC(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.25482;4.80946;6.25482
MIFQOJ;Mn;1.26591;662.769;0.0;OC(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2;7.14805;6.3959;7.14805
MIHMIC;Bi;1.16016;0.0;875.449;OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.43541;3.57591;6.4234
MIJHOD;Mg;1.40134;0.0;2.10537;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;4.16193;3.38832;4.16193
MILQIJ;Al;1.33793;0.0;207.724;OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O;4.64028;4.00451;4.64028
MILROQ;Cu;0.614144;2634.17;1.76158;OC(=O)c1ccc(cc1)c1c(C)n[nH]c1C;19.70855;7.31589;19.70391
MIMFUM;Eu;1.81049;0.0;0.0;OC(=O)c1cc(COc2ccccc2C(=O)O)cc(c1)C(=O)O;3.21529;1.39597;3.21529
MIMRAB;Zn;1.88408;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;1.89062;1.16711;1.75751
MIMRAB01;Zn;1.88931;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;1.88498;1.18063;1.74591
MINBEQ;Cd;2.17246;0.0;0.0;OC(=O)c1ccc(cc1)N;1.82121;1.23946;1.73467
MINCIX;Tb;0.845774;2561.65;0.0;OC(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)O)C(=O)O;9.14645;6.16013;9.12788
MINCUJ;Tb;0.797714;2609.4;0.0;OC(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)O)C(=O)O;8.92549;7.59062;8.92549
MINFIB;Mn;1.21685;0.0;666.762;OC(=O)c1ccc(c2c1cccc2)C(=O)O;5.01789;2.2515;4.97921
MINFOH;Co;1.11926;0.0;698.882;OC(=O)c1ccc(c2c1cccc2)C(=O)O;5.2214;2.63452;5.18999
MINKAX01;K;1.56469;0.0;0.0;OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C;1.72413;0.95734;1.6756
MINKEB;K;1.62644;0.0;0.0;OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C;1.67444;0.92516;1.6592
MINKOL;Na;1.60238;0.0;0.0;OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C;2.20531;0.89136;2.19071
MINKUR;Na;1.56558;0.0;0.0;OC(=O)[C@@H](n1c(=O)c2cccc3c2c(c1=O)ccc3)C;2.06223;0.8496;1.9205
MINLON;Zn;1.09716;1207.13;0.0;O=N(=O)c1ncc[nH]1;11.48994;3.78642;11.48994
MINLON01;Zn;1.11386;0.0;1165.09;O=N(=O)c1ncc[nH]1;11.39165;3.69762;11.39165
MINMAA01;Zn;1.11066;1298.72;0.0;O=N(=O)c1ncc[nH]1;11.22158;3.8831;11.18496
MINVOU01;Cr;1.07021;1328.19;0.0;OC(=O)c1ccc(cc1)C(=O)O;6.54522;6.26957;6.53904
MINVOU01;Cr;1.07021;1328.19;0.0;OC(=O)c1ccc(cc1)C(=O)O;6.54522;6.26957;6.53904
MIPHIE;Mn;1.83384;0.0;0.0;OC(=O)c1ccc(s1)c1ccc(s1)c1ccc(s1)C(=O)O;1.7565;1.1689;1.75242
MIQCUL;Mn;2.02071;0.0;0.0;OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O;1.94638;1.09923;1.94198
MIQKON;Zn;2.01401;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;3.03393;1.67286;3.03372
MIQKUT;Zn;1.17618;0.0;281.06;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.38928;2.97513;4.38928
MIQLAA;Zn;1.0795;0.0;815.985;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.77845;3.31402;4.77659
MIQLII;Zn;1.29248;1209.31;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.49396;4.19113;6.49396
MIQSAJ;Zn;1.74131;0.0;0.0;OC(=O)c1ccc(s1)C(=O)O;2.51749;1.32323;2.50153
MIRGIG;Gd;1.00489;1716.19;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O;8.88493;8.1179;8.8825
MIRLUU;Eu;2.11149;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;3.2145;2.42178;3.2145
MIRNOR;Cu;2.00721;0.0;0.0;n1ccc(cc1)c1ccncc1;1.82416;1.11952;1.81904
MIRNOR01;Cu;2.01229;0.0;0.0;n1ccc(cc1)c1ccncc1;1.81172;1.12422;1.8099
MISQAH;Nd;2.36549;0.0;0.0;OC(=O)CCC(=O)O;2.91337;1.6833;2.90727
MISRUC;Zn;2.17651;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;3.35879;1.11307;3.35878
MISZEW;Cu;1.02303;994.279;252.811;Cc1ncn(c1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O;9.9177;4.0178;9.9177
MISZIA;Cu;0.997369;1287.01;289.129;OC(=O)c1cc(cc(c1)c1ccc(cc1)n1cncc1)C(=O)O;10.30099;4.6403;10.30099
MISZOG;Cu;1.00054;1187.95;302.92;OC(=O)c1cc(cc(c1)c1ccc(cc1)n1ccnc1C)C(=O)O;10.23256;3.84778;10.23256
MITGUR;Tb;2.18216;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;3.35493;2.39677;3.34902
MITGUR01;Tb;2.17289;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;3.25015;2.38477;3.24984
MITQEM;Nd;2.00966;0.0;0.0;OC(=O)c1ccc(cn1)C(=O)O;3.58594;1.35013;3.58594
MITSAK;Cd;1.21205;1274.01;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.11636;4.97088;6.11301
MITSEO;Cd;0.991145;2293.88;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;9.69251;6.61422;9.69251
MITSIS;Cd;0.980018;1995.29;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;7.96884;6.53131;7.96838
MITSUE;Cd;1.09158;1771.11;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.56785;5.33808;6.55603
MIVWAR;Cu;1.10826;0.0;320.491;O=C(c1ccncc1)Oc1cccc(c1)OC(=O)c1ccncc1;5.82096;2.89057;5.73381
MIWCOM;Cd;1.9576;0.0;0.0;Nn1nnc(n1)c1ccc(cc1)Oc1cc(cc(c1)C(=O)O)C(=O)O;2.61046;0.9731;2.56603
MIXZOK;Ni;0.49179;4265.96;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;11.78867;8.76829;11.78327
MIYGUX;Cu;1.36487;497.858;0.0;Cc1[nH]nc(c1c1c(C)n[nH]c1C)C;6.45765;3.89777;6.45088
MIZQOB;La;2.63211;0.0;0.0;OC(=O)C(=O)O;3.09621;1.19923;3.09621
MNFORD;Mn;2.00015;0.0;0.0;OC=O;1.82026;0.97334;1.82026
MNFORD01;Mn;2.03049;0.0;0.0;OC=O;1.78413;0.94612;1.78413
MNFORD02;Mn;1.96571;0.0;0.0;OC=O;1.84505;1.02627;1.80337
MNFORD03;Mn;1.99696;0.0;0.0;OC=O;1.78489;0.98638;1.77817
MNFORD04;Mn;1.98878;0.0;0.0;OC=O;1.75598;0.91227;1.74589
MNFORD05;Mn;1.98473;0.0;0.0;OC=O;1.77031;0.93313;1.77031
MNFORD06;Mn;1.99475;0.0;0.0;OC=O;1.76373;0.92771;1.76373
MNMLTH;Mn;1.65579;0.0;0.0;OC(=O)C[C@H](C(=O)O)O;2.29187;1.70339;2.24155
MOBDIR;Cu;1.97991;0.0;0.0;OC(=O)c1cccc(c1)C(=O)O;3.70384;2.29795;3.70384
MOCKAR;Cu;1.06104;1702.32;0.0;OC(=O)c1cc(/C=C/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;10.86157;3.7604;10.86157
MOCKEV;Cu;1.70309;1042.74;0.0;OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;10.90703;3.74798;10.58551
MODJOG;U;2.56287;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.43293;1.22319;2.42922
MOFGOE;Cu;1.98029;0.0;0.0;OC(=O)c1cccc(c1)C(=O)O;3.70777;2.29961;3.70777
MOFTIL;Zn;2.01529;0.0;0.0;OC(=O)c1ccc(cc1)c1nnn[nH]1;1.98208;1.3231;1.97165
MOFTIL01;Zn;2.01347;0.0;0.0;OC(=O)c1ccc(cc1)c1nnn[nH]1;1.97996;1.30238;1.95723
MOFTUY;Na;1.65306;0.0;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;1.48301;0.88774;1.42574
MOFWEL;Mn;1.58601;0.0;0.0;OC(=O)c1ccc(c(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;2.50782;1.19575;2.28996
MOGVEK;Cd;3.42317;0.0;0.0;Nc1ncn[nH]1;1.58729;0.78593;1.58729
MOHHAT;Zn;2.44949;0.0;0.0;OC(=O)COc1cc(cc(c1)C(=O)O)C(=O)O;1.59923;0.98216;1.45617
MOHLIF;Zn;1.74476;0.0;0.0;OC(=O)c1cc(/N=N\c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;2.08241;1.0779;2.07679
MOHSAF;Cd;2.06427;0.0;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)c1nnn[nH]1;2.49496;0.8511;2.49496
MOHSAF01;Cd;2.00258;0.0;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)c1nnn[nH]1;2.60633;0.92342;2.60633
MOKZOC;Cd;2.74134;0.0;0.0;OC(=O)c1ncc(nc1)C(=O)O;1.56395;0.92283;1.55113
MOKZOC01;Cd;2.94662;0.0;0.0;OC(=O)c1ncc(nc1)C(=O)O;1.49793;855;1.48114
MOLLEG;Pb;2.30545;0.0;0.0;OC(=O)c1ccc(cc1)N;2.94477;1.8158;2.89527
MOLQEL;Zn;1.25456;0.0;364.875;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;4.87411;2.26835;4.85981
MOLTIR;Co;2.05693;0.0;0.0;OC(=O)CCCCCCC(=O)O;2.44509;1.09684;2.44509
MOMJIJ;La;2.18817;0.0;2.64986;OC(=O)c1ncc(nc1)C(=O)O;3.83049;2.09306;3.83049
MOMQAI;Ca;1.85942;0.0;0.0;OC(=O)COc1cc(cc(c1)C(=O)O)C(=O)O;1.95157;1.36668;1.95157
MONFAY;Co;2.09631;0.0;0.0;OC(=O)c1cc(cnc1C(=O)O)C(=O)O;1.90697;1.25925;1.87823
MONFEC;Mn;1.99712;0.0;0.0;OC(=O)c1cc(cnc1C(=O)O)C(=O)O;2.01228;1.41957;2.01228
MONPAI;Ba;1.90977;0.0;40.4301;O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O;4.10531;1.60211;4.10531
MOPQIT;Mg;1.33687;460.437;0.0;OC=O;5.01469;3.86371;4.99791
MOSBIG;Eu;1.69453;358.862;0.0;OC(=O)c1cncc(c1)C(=O)O;5.55526;4.97251;5.5548
MOWQOF;Co;1.85636;0.0;0.0;n1ccc(cc1)c1ccncc1;1.54775;885;1.34119
MOWQOF01;Co;1.81108;0.0;0.0;n1ccc(cc1)c1ccncc1;1.59246;0.92799;1.38423
MOXDEJ;Co;1.4396;0.0;35.2601;OC(=O)c1cccc(c1)C(=O)O;3.88879;2.25092;3.87522
MOXDIN;Co;0.939106;2046.13;0.0;OC(=O)c1ccc(cc1)C(=O)O;6.88486;5.60834;6.87795
MOXDIN01;Co;0.939106;2046.26;0.0;OC(=O)c1ccc(cc1)C(=O)O;6.87631;5.61485;6.86935
MOXDOT;Co;0.920367;1512.11;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;6.99474;4.90083;6.99249
MOXDOT01;Co;0.920367;1512.14;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;6.98839;4.88256;6.98611
MOXNIY;Mn;1.11938;755.921;0.0;OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O;5.20828;4.58005;5.18499
MOXNUJ;Cu;1.14846;0.0;91.6265;n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1;4.16323;3.50499;4.08112
MOXNUK;Co;1.19416;642.796;0.0;OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O;5.04646;4.16361;5.04099
MOXPEV;Cu;0.898177;1618.69;0.0;n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1;7.67763;4.53835;7.65957
MOXPIZ;;0.585636;2881.52;0.0;n1ccc(cc1)c1ccc(cc1)OCC(COc1ccc(cc1)c1ccncc1)(COc1ccc(cc1)c1ccncc1)COc1ccc(cc1)c1ccncc1;10.94016;10.11555;10.91366
MOXPOF;Cu;0.881506;1363.42;0.0;n1ccc(cc1)c1ccc(cc1)OCC(COc1ccc(cc1)c1ccncc1)(COc1ccc(cc1)c1ccncc1)COc1ccc(cc1)c1ccncc1;7.6952;4.54154;7.6952
MOYMET;Co;1.12335;786.697;0.0;OC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)O;9.11243;8.43172;9.11025
MOYNEU;Zn;1.32924;0.0;65.5375;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)C(=O)O)C(=O)O;4.51521;3.3653;4.50649
MOYVIG;;3.64324;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.05091;1.2372;1.62488
MOYYEF;Cu;1.0066;1603.08;0.0;OC(=O)c1ccc(cc1)c1cccc(c1)C(=O)O;6.13387;5.40564;6.13387
MOYYIJ;Cu;0.773928;2606.03;0.0;OC(=O)c1ccc(cc1)c1cccc(c1)C(=O)O;10.64361;8.75963;10.64361
MUBJUO;Fe;2.64359;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.95419;0.85352;1.95419
MUBJUO01;Fe;2.66633;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.00366;0.84405;1.99731
MUCNEE01;0;2.43579;0.0;0.0;O[C@H]([C@H](C(=O)O)O)C(=O)O;3.15674;0.70417;3.14509
MUDJAW;Pb;3.57483;0.0;0.0;OC(=O)CNCC(=O)O;1.81141;1.11335;1.73699
MUDLON;Mg;0.665169;2735.63;0.0;OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;10.71106;8.31178;10.69972
MUDTAH;0;0.61502;3119.69;0.0;OC(=O)c1cc(C#Cc2cc(C#Cc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;18.89539;5.20769;18.89539
MUGGIF;Mn;1.57891;0.0;0.0;OC(=O)c1cccc(c1)c1cccnc1;2.02687;1.02136;2.00685
MUGQAI;Cu;1.86928;0.0;51.0661;n1ccc(cc1)c1nnc([nH]1)c1nnc([nH]1)c1ccncc1;4.49067;3.71104;4.4722
MUHQAH;Cu;1.76586;0.0;0.0;Cc1ncc(nc1)C;2.54082;1.30862;2.30644
MULXOI;Zn;0.863652;2353.9;0.0;OC(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;8.00598;6.68351;8.00598
MUMBIH;Mn;1.88932;0.0;0.0;OC(=O)CN(c1ccc(cc1)C(=O)O)CC(=O)O;1.98076;1.04507;1.97375
MUNDOQ;Cu;1.08046;1901.25;0.0;OC(=O)c1ccc(cc1)c1cncc(c1)C(=O)O;13.22507;10.09253;13.22507
MUNLAJ;Li;1.58406;0.0;0.0;OC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)O;2.65016;1.38565;2.51569
MUNLEN;Li;1.54175;0.0;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;1.47809;0.96373;1.41256
MUNLUE;Tb;1.33052;1021.51;0.0;OC(=O)c1ccc(cc1)c1nnc([nH]1)c1cc(cc(c1)C(=O)O)C(=O)O;8.36355;6.76783;8.36355
MUPKUF02;Cd;4.31036;0.0;51.8776;OC=O;4.42266;1.92575;4.4205
MUPLAL;Cu;2.26435;0.0;0.0;Nn1c(nnc1c1ccncc1)c1ccncc1;2.42451;1.29423;2.23248
MUPLIT;Cu;2.09748;0.0;0.0;Nn1c(nnc1c1ccncc1)c1ccncc1;1.8192;1.0064;1.79105
MUPQEU;Cu;2.93369;0.0;0.0;[nH]1cnnc1;3.20012;0.89199;3.14955
MUQNOC;Mn;1.55643;0.0;0.0;OC(=O)/C=C/c1cccnc1;2.18004;1.31651;2.12246
MUQSEW;Mn;1.75144;0.0;0.0;OC(=O)CCCCCCC(=O)O;1.83029;0.91223;1.82715
MUQYEE;In;0.803714;2668.89;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;7.7279;6.72764;7.7074
MUQZAA;Cd;2.32882;0.0;0.0;c1ccc(nc1)c1nnn[nH]1;2.37841;1.00814;2.36509
MUQZEE;Cd;2.03197;0.0;0.0;c1ccc(cn1)c1nnn[nH]1;1.7321;1.07203;1.73165
MUQZII;Cd;2.30385;0.0;0.0;n1ccc(cc1)c1nnn[nH]1;2.08113;1.2569;1.77871
MURBEI;0;0.873364;2550.85;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;7.16636;5.68293;7.16636
MURCEH;Cu;2.85529;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.82714;0.93769;1.82714
MURFEM;Zn;2.14075;0.0;0.0;c1cc(cc(c1)c1nnn[nH]1)c1nnn[nH]1;2.06653;1.09687;2.04976
MURREW;Cu;1.7556;0.0;0.0;OC(=O)c1ccncc1;2.69135;1.77849;2.61149
MUSCIN;Ce;1.2378;842.589;0.0;OC(=O)c1ccc2c(c1)S(=O)(=O)c1c2ccc(c1)C(=O)O;6.31892;4.95395;6.31142
MUSMAQ;0;1.77025;0.0;0.0;OC(=O)c1ccc(cc1c1ccc(nc1)C(=O)O)C(=O)O;3.27597;2.22545;3.14241
MUTRIE;Cu;2.09166;0.0;0.0;OP(=O)(Cc1ccncc1)O;2.00045;0.83427;1.99207
MUTZUX;Pb;2.44478;0.0;4.29501;OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O;4.19473;1.49663;4.19312
MUWQEB;Fe;0.833378;1412.85;472.817;n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1;15.66484;6.4028;15.66484
MUXHOD;Mn;2.48929;0.0;0.0;OC(=O)CCC(=O)O;1.10696;0.57854;1.06399
MUXVIM;Cd;1.84838;0.0;0.0;OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O;2.11168;1.12193;1.77284
MUZHIZ;Cu;2.33609;0.0;0.0;Oc1cc(nc(c1)C(=O)O)C(=O)O;2.50499;1.10297;2.50499
MUZHUL;Zn;1.19449;1009.87;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;4.31863;3.84396;4.31863
NABCIE;;1.29401;0.0;0.0;n1ccc(cc1)[C@@H]1[C@@H](c2ccncc2)[C@@H]([C@H]1c1ccncc1)c1ccncc1;3.55184;2.59568;3.55184
NABLIM;Cd;2.11179;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;1.73608;1.03057;1.69642
NABMUA;Mg;1.47014;622.845;0.0;OC(=O)c1cncc(c1)C(=O)O;5.52212;5.3747;5.52212
NABMUA01;Mg;1.2408;798.445;0.0;OC(=O)c1cncc(c1)C(=O)O;5.50508;5.37751;5.50508
NACKOT;Nd;2.63013;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;2.69748;1.09641;2.69027
NACKOT01;Nd;2.6644;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;2.66647;1.03548;2.65999
NACYAU;Zn;0.611007;3811.86;0.0;OC(=O)c1ccc2c(c1)N[C@@H](c1ccccc1)[C@@H](Nc1c2ccc(c1)C(=O)O)c1ccccc1;9.59326;6.44061;9.59326
NADZID;Y;1.66294;224.44;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.6809;4.0337;4.6809
NAFJAH;0;2.38179;0.0;0.0;O=S(c1nccnc1)c1nccnc1;3.47434;2.56937;3.47434
NAFSOF;Cu;0.458651;5325.65;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;9.14304;7.59279;9.13439
NAFUMA12;Na;1.81728;0.0;0.0;OC(=O)/C=C/C(=O)O;1.56;0.73842;1.52583
NAFUMA14;Na;1.79796;0.0;0.0;OC(=O)/C=C/C(=O)O;1.57775;0.76291;1.55192
NAGKEO;Zn;1.2028;1224.26;0.0;Brc1cc(cc(c1)C(=O)O)C(=O)O;8.21773;4.1748;8.21482
NAGKOY;Zn;1.7047;392.918;0.0;OC(=O)c1cc(cc(c1)N(=O)=O)C(=O)O;5.60336;4.09734;5.60336
NAGROF;Co;1.22906;0.0;374.301;OC(=O)c1cccc(c1)c1cc(cc(n1)c1cccc(c1)C(=O)O)c1cccnc1;6.08204;2.8078;3.88936
NAGRUL;Co;1.26983;0.0;871.214;OC(=O)c1cccc(c1)c1cc(cc(n1)c1cccc(c1)C(=O)O)c1ccncc1;9.03142;2.85697;9.03113
NAHGUB;Zn;1.42843;0.0;35.7304;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;4.04117;2.88043;3.98198
NAHHAI;Cd;1.82195;0.0;206.735;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;5.0347;3.28129;5.02011
NAHQAQ;Cs;2.62268;0.0;0.0;O=C1CC(=O)NC(=O)N1;2.08866;1.09383;2.03455
NAHQIY;K;1.37375;0.0;0.0;O=C1CC(=O)NC(=O)N1;3.11629;1.72856;3.11629
NAHQUK;Rb;2.40984;0.0;0.0;O=C1CC(=O)NC(=O)N1;1.97872;0.97101;1.94658
NAJGAH;Nd;1.81728;0.0;0.0;OC(=O)CCCCCC(=O)O;2.82499;2.20685;2.82269
NAJQOH;Mn;1.66286;0.0;0.0;OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1C(=O)O)c1ccc(cc1)C(=O)O;2.78419;1.11953;2.78419
NAJQUN;Mn;1.52131;0.0;72.406;OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1C(=O)O)c1ccc(cc1)C(=O)O;4.67217;1.21375;4.67217
NAJSUP;Eu;1.25916;760.704;11.0734;OC(=O)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)O)C(=O)O;5.26404;4.37158;5.26404
NAJTAW;Tb;1.24293;859.171;0.0;OC(=O)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)O)C(=O)O;5.2692;4.41901;5.23863
NAKLIW;Zn;1.61883;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;3.0472;1.29872;2.34062
NALYEG;U;1.68841;817.099;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;10.92136;10.0452;10.92136
NAMDOV;La;1.91744;0.0;0.0;OC(=O)c1cccc(c1)C(=O)O;2.45446;1.4227;2.44499
NAMKAO;Ag;2.35592;0.0;0.0;OC(=O)c1ccncc1;3.72598;1.78493;3.72122
NANYUX;Zn;1.09573;0.0;854.502;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.58433;3.71296;4.57147
NANYUX01;Zn;1.03175;1512.35;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.75255;4.86235;5.62996
NANYUX02;Zn;1.02182;1552.38;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.76746;4.8878;5.75864
NANYUX03;Zn;1.04137;1470.06;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.54429;4.75767;5.52159
NAOXAL;Na;2.36558;0.0;0.0;OC(=O)C(=O)O;0.4642;0.0;0.4642
NAOXAL05;Na;2.67153;0.0;0.0;OC(=O)C(=O)O;0.0495;0.0;0.0495
NAOXAL07;Na;2.65788;0.0;0.0;OC(=O)C(=O)O;0.02507;0.0;0.02507
NAOXAL08;Na;2.52676;0.0;0.0;OC(=O)C(=O)O;0.34491;0.0;0.34491
NAOXAL09;Na;2.40005;0.0;0.0;OC(=O)C(=O)O;0.47002;0.0;0.45413
NAOXAL10;Na;2.42145;0.0;0.0;OC(=O)C(=O)O;0.43874;0.0;0.43523
NAOXAL11;Na;2.44688;0.0;0.0;OC(=O)C(=O)O;0.41425;0.0;0.39023
NAOXAL12;Na;2.48942;0.0;0.0;OC(=O)C(=O)O;0.38472;0.0;0.31496
NAOXAL13;Na;2.52798;0.0;0.0;OC(=O)C(=O)O;0.34423;0.0;0.33294
NAOXAL15;Na;2.52773;0.0;0.0;OC(=O)C(=O)O;0.34616;0.0;0.20195
NAOXAL16;Na;2.33166;0.0;0.0;OC(=O)C(=O)O;0.51639;0.0;0.51639
NAOXAL17;Na;2.32812;0.0;0.0;OC(=O)C(=O)O;0.51366;0.0;0.51366
NAOXAL18;Na;2.36372;0.0;0.0;OC(=O)C(=O)O;0.48601;0.0;0.48601
NAPFUG;Zn;1.21406;0.0;488.752;OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;5.05041;3.15047;5.03579
NAPZOV;Cd;1.84673;0.0;0.0;Cc1cc(cc(c1)C(=O)O)C(=O)O;2.26326;1.26097;2.20234
NAPZUB;Cd;1.79416;0.0;0.0;Cc1cc(cc(c1)C(=O)O)C(=O)O;2.32022;1.4638;2.31805
NARPUU;Nd;2.04508;0.0;81.8277;OC(=O)c1c(F)c(F)c(c(c1F)F)C(=O)O;4.57962;3.07416;4.54872
NASCAN;Zn;2.26569;0.0;0.0;NCCCN;2.1904;0.9923;2.1904
NASGEV;Zn;1.91053;0.0;0.0;n1ccc(cc1)c1nnn[nH]1;2.10371;1.3286;2.10371
NASGIZ;Cd;2.2956;0.0;0.0;n1ccc(cc1)c1nnn[nH]1;2.24627;1.38836;2.24627
