Refcode;Metal;Density (kg/m3);ASA (m2/g);NASA (m2/g);linker SMILES;Largest Cavity Diameter;Pore Limiting Diameter;Largest Free Sphere
NASGIZ01;Cd;2.30364;0.0;0.0;n1ccc(cc1)c1nnn[nH]1;2.2108;1.38212;2.2108
NATFAS;Zn;1.34798;846.863;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;6.53453;3.93626;6.51368
NATHUO;Zn;1.07613;1357.05;0.0;OC(=O)c1ccc(cc1C(F)(F)F)c1ccc(c(c1)C(F)(F)F)C(=O)O;7.56745;6.68911;7.56745
NATKIF;Cu;0.355904;5254.56;0.0;OC(=O)c1ccc(cc1)n1nnc(c1)c1ccc(cc1)C(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)O)(c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1nnn(c1)c1ccc(cc1)C(=O)O;17.00985;12.93858;17.00985
NATQUW;Eu;2.67198;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.0248;0.85285;2.0248
NATRAD;Gd;2.72575;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.01949;0.8314;2.01009
NATREH;Pr;2.52831;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.09915;0.92769;2.09915
NATREH02;Pr;2.53897;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;2.079;0.77393;2.02632
NATRUX;Mn;1.32455;0.0;0.0;Cc1cc(cc(c1)C(=O)O)c1ccncc1;2.96446;2.22962;2.96073
NATXIR;Er;2.42487;0.0;0.0;OC(=O)c1ncc(nc1)C(=O)O;3.28323;2.79211;3.28323
NAVBAQ01;Co;1.09133;0.0;191.27;C(Cn1cncc1)CCn1cncc1;4.71552;1.81722;4.70548
NAVJAW;Co;2.90119;451.079;0.0;OC(=O)c1cc(O)c(cc1O)C(=O)O;9.42519;8.22144;9.42519
NAVJAW01;Co;1.31396;898.031;0.0;OC(=O)c1cc(O)c(cc1O)C(=O)O;9.69513;8.01076;9.69513
NAVWEN;Zn;1.24309;0.0;20.681;O=C(Nc1ccncc1)Nc1ccncc1;3.98216;2.31665;3.97834
NAVYUG;Eu;2.92387;0.0;0.0;OC(=O)C(=O)O;1.77167;0.92993;1.76742
NAWHOL;La;1.78325;0.0;8.36054;OC(=O)CCCC(=O)O;3.84215;2.77126;3.83746
NAWKII;Mg;1.33534;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;3.21845;1.55685;3.21845
NAXKOO01;Al;1.5069;0.0;0.0;OC(=O)c1ccc(c(c1)N)C(=O)O;3.33258;3.14968;3.30205
NAXLEF;Al;1.57359;0.0;0.0;OC(=O)c1ccc(c(c1)N)C(=O)O;3.00008;2.57773;2.87846
NAXSUB;Co;1.91804;0.0;0.0;OC(=O)c1ccc(c2c1cccc2)C(=O)O;2.34793;1.02458;1.91097
NAXTAI;Mn;1.82408;0.0;0.0;OC(=O)c1ccc(c2c1cccc2)C(=O)O;2.5289;1.1004;2.51838
NAXVOY;Mg;1.77215;0.0;0.0;OC=O;2.51506;1.45487;2.16163
NAXVOY01;Mg;1.39756;0.0;317.861;OC=O;4.76031;3.68572;4.76031
NAXVOY02;Mg;1.39173;0.0;315.042;OC=O;4.77771;3.68963;4.76479
NAXVOY03;Mg;1.4026;0.0;299.609;OC=O;4.73834;3.66745;4.73834
NAXVOY04;Mg;1.38784;343.91;0.0;OC=O;4.79273;3.73557;4.79273
NAYXOC;Tb;1.14509;1310.33;0.0;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;8.15912;4.39171;7.93066
NAYZOE;;0.537262;4109.72;0.0;OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;15.81258;5.82635;15.81045
NDAIAH;Nd;1.76972;0.0;31.6015;OC(=O)CNCC(=O)O;4.44077;3.11695;4.44077
NEBMEP;Cd;1.91382;0.0;0.0;OC(=O)c1ccc(c2c1cccc2)C(=O)O;2.03545;1.3438;1.96455
NEBQAO;Ba;2.72179;0.0;0.0;OCc1nc(c([nH]1)C(=O)O)C(=O)O;1.6063;0.63606;1.6063
NEBQES;Ba;2.2361;0.0;0.0;OCc1nc(c([nH]1)C(=O)O)C(=O)O;1.86819;0.94964;1.84456
NEBQOD;Cd;1.82759;149.336;0.0;OC(=O)c1ccc(cc1Oc1ccc(cc1)C(=O)O)C(=O)O;4.59399;3.78386;4.5825
NEBTAS;Cd;1.39414;0.0;330.429;OC(=O)c1ccncc1;5.37903;2.23515;5.36054
NEBTIA;Ca;1.51931;0.0;0.0;Nc1cc(cc(c1)C(=O)O)C(=O)O;2.0968;1.29307;1.8843
NEDVOJ;Mn;0.863928;2032.16;0.0;OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O;6.21011;4.70231;6.12587
NEDWAW;Mn;0.756185;2488.9;0.0;OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O;8.21752;5.99671;8.17631
NEFTOJ;Cu;1.09447;0.0;805.098;OC(=O)c1cc(cc(c1)n1cnnc1)C(=O)O;4.69947;3.65345;4.69947
NEFZOQ;Co;1.06178;0.0;145.387;C(Cn1cncc1)CCn1cncc1;4.74845;2.17461;4.74845
NEGQIC;Co;1.00499;1264.76;0.0;OC(=O)c1ccc(cc1)n1c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.02984;4.19577;5.86605
NEHGEO;Zn;1.33637;1132.52;0.0;OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;5.2858;4.45812;5.28563
NEHMET;Cd;1.33401;812.109;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.71483;3.76667;4.71105
NEHZUY;Cu;0.581124;3925.93;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;13.30414;10.12084;13.30414
NEJYUY;Cd;1.74175;0.0;0.0;OC(=O)c1ccc(cc1)n1cnc2c1cccc2;2.4251;1.19025;2.4045
NEKMUN;Co;1.30616;0.0;517.665;OC(=O)c1cc(cc(c1)C(=O)O)Oc1ccccc1C(=O)O;5.69957;3.6274;5.5194
NELCEN;Cu;2.10915;0.0;0.0;OC(=O)c1ccncc1;2.26627;1.14396;2.26115
NELRAY;Er;2.13463;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.6979;1.12447;2.69353
NELREC;Er;2.24312;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.7743;1.14252;2.46773
NELTUU;Zn;1.52818;0.0;210.89;OP(=O)(CCCP(=O)(O)O)O;4.60345;3.57723;4.53987
NELVEG;Zn;1.93052;277.131;0.0;OP(=O)(CCP(=O)(O)O)O;4.88877;3.9894;4.88281
NEMNUO;Zn;1.67051;0.0;0.0;OC(=O)CCCCCCC(=O)O;1.86987;1.23872;1.85134
NEMSOP;;2.66944;0.0;0.0;O=C1c2cc(ccc2c2c1cc(cc2)C(=O)O)C(=O)O;1.83689;0.91822;1.80793
NEMXEL;Ce;1.83081;0.0;1.95997;OC(=O)CCCC(=O)O;3.80068;2.66821;3.80068
NEMXUB;Pr;1.85573;0.0;1.36039;OC(=O)CCCC(=O)O;3.75158;2.67029;3.75
NEMZIR;Cd;1.89553;0.0;0.445053;OC(=O)c1ccc(cc1)c1n[nH]c(n1)c1cc(cc(c1)C(=O)O)C(=O)O;3.75422;1.76628;3.65868
NENFEU;Ho;0.868439;2293.59;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.70631;5.44705;6.70631
NENXIO;Cu;1.8072;0.0;0.0;OC(=O)c1cc[n+](cc1)[O-];3.03696;2.20407;2.79783
NEPZIU;Ni;;;;O=C(c1ccc(s1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O;10.60702;3.47085;10.60702
NEQZAN;Cu;1.54929;0.0;0.0;OC(=O)c1cc(cc(c1)Oc1ccccc1C(=O)O)Oc1ccccc1C(=O)O;2.99028;1.55097;2.98076
NERCIY;La;2.13315;0.0;0.0;OC(=O)c1cccc(n1)C(=O)O;3.58696;1.10767;3.58696
NERDAR;Sm;2.26673;0.0;0.0;OC(=O)c1cccc(n1)C(=O)O;3.50993;1.05211;3.4008
NERMON;Er;2.10442;114.969;0.0;OC(=O)c1ccc(cc1)C(=O)O;5.20776;4.3885;5.20776
NERVEL;Co;1.41245;0.0;231.628;OC(=O)c1cccnc1;4.91794;2.50641;4.71832
NERVIP;Co;1.42059;0.0;213.334;OC(=O)c1cccnc1;4.83376;2.41389;4.76287
NERVIP01;Co;1.47167;0.0;20.8613;OC(=O)c1cccnc1;4.13731;2.51547;4.03978
NERVOV;Co;1.37844;0.0;299.138;OC(=O)c1cccnc1;5.20555;2.77559;5.16879
NETYET;Cd;1.31276;740.166;1.10752;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.37228;5.86074;6.37228
NEVDUQ;Hf;0.76899;2546.51;0.0;[C]c1c(c2c([C])c(c3ccc(cc3)C(=O)O)c(c(c2[C])c2ccc(cc2)C(=O)O)[C])c([C])c(c(c1c1ccc(cc1)C(=O)O)[C])c1ccc(cc1)C(=O)O;16.09682;8.01738;16.09682
NEVJIJ;Cd;2.38333;0.0;0.0;OC(=O)CN(c1cc(ccc1C(=O)O)C(=O)O)CC(=O)O;1.87074;1.20669;1.80941
NEVTIU03;Hf;0.782714;2537.7;0.0;Cc1c(c2c(C)c(c3ccc(cc3)C(=O)O)c(c(c2C)c2ccc(cc2)C(=O)O)[C])c(C)c(c(c1c1ccc(cc1)C(=O)O)[C])c1ccc(cc1)C(=O)O;16.01134;7.86831;14.34494
NEVVAM;Co;1.4203;834.12;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.96169;5.94428;6.88936
NEVVAM01;Co;1.42342;863.594;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.94552;5.78544;6.80825
NEVVAM02;Co;1.42399;842.271;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.82057;5.87955;6.82057
NEVVIU;Co;1.45681;790.292;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.36622;5.56467;6.36622
NEVVIU01;Co;1.46389;765.105;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.30801;5.69528;6.30801
NEVVIU02;Co;1.45754;777.122;0.0;OC(=O)c1ccnc(c1)C(=O)O;6.35462;5.73709;6.33228
NEWPUB;Cd;2.53465;0.0;0.0;OC(=O)C/C(=C\C(=O)O)/C(=O)O;2.82031;1.02221;2.74375
NEWPUB01;Cd;2.5255;0.0;0.0;OC(=O)C/C(=C\C(=O)O)/C(=O)O;2.8256;1.01335;2.8256
NEWPUB02;Cd;2.56402;0.0;0.0;OC(=O)C/C(=C\C(=O)O)/C(=O)O;2.69854;0.94114;2.68571
NEZMEM;La;1.61197;0.0;0.0;OC(=O)CCCCCCCCC(=O)O;1.8375;1.10597;1.68037
NEZNAJ;Cd;2.24398;0.0;0.0;N#Cc1ccc(cc1)N;1.64557;1.02802;1.62442
NEZQAN;Li;1.32785;0.0;0.0;Oc1ccc(cc1)C(=O)O;2.35113;1.17806;2.33726
NEZQER;Li;1.13826;0.0;0.0;Oc1ccc2c(c1)ccc(c2)C(=O)O;3.44235;2.06375;2.91254
NHBZZN10;Zn;1.54905;0.0;0.0;OC(=O)c1ccc(cc1)N;3.75008;3.47869;3.73617
NIBRUN;Zn;1.7074;0.0;0.0;OC(=O)c1[nH]c(nc1C(=O)O)c1cccnc1;2.68149;1.79142;2.67008
NICOPB01;;2.51312;0.0;0.0;OC(=O)c1cccnc1;1.93574;1.06762;1.7511
NICOPB03;Pb;2.55196;0.0;0.0;OC(=O)c1cccnc1;1.86391;0.98864;1.85357
NICZAA01;;4.44643;140.509;0.0;c1ncn(c1)Cc1c(Cn2cncc2)c(Cn2cncc2)c(c(c1Cn1cncc1)Cn1cncc1)Cn1cncc1;5.41994;3.81716;5.41947
NIDFEN;Cu;1.61037;0.0;0.0;OC(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)O)c1ccncc1;3.38448;1.01377;3.38319
NIDFOX;Co;1.56521;0.0;2.37051;OC(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)O)c1ccncc1;3.89331;1.20419;3.8785
NIFFIU;Zn;0.959191;0.0;1317.52;Cc1ncc[nH]1;11.05322;3.62488;11.05322
NIFNOI;Zn;0.920895;0.0;1383.43;Cc1ncc[nH]1;11.41253;3.40902;11.41253
NIFNUO;Zn;0.992805;0.0;1214.69;Cc1ncc[nH]1;10.80307;3.48216;10.79875
NIFORM;Ni;2.21024;0.0;0.0;OC=O;1.82021;0.90171;1.80944
NIFORM01;Ni;2.20853;0.0;0.0;OC=O;1.77675;0.90986;1.76523
NIFORM02;Ni;2.22384;0.0;0.0;OC=O;1.76402;0.86884;1.76402
NIFORM03;Ni;2.22754;0.0;0.0;OC=O;1.75566;0.86394;1.74797
NIFPAW;Zn;0.895567;1476.2;0.0;Cc1ncc[nH]1;11.62491;3.99009;11.61834
NIFPIE;Zn;0.907866;1443.41;0.0;Cc1ncc[nH]1;11.54804;3.95406;11.54804
NIFPOK;;0.908233;0.0;1406.0;Cc1ncc[nH]1;11.43813;3.48658;11.43778
NIFPUQ;Zn;0.912037;1471.26;0.0;Cc1ncc[nH]1;11.44996;3.87471;11.44996
NIFQAX;Zn;0.911364;1459.95;0.0;Cc1ncc[nH]1;11.31142;3.86953;11.31142
NIFQEB;Zn;0.917849;1437.96;0.0;Cc1ncc[nH]1;11.27957;3.83939;11.27957
NIFQIF;Zn;0.927421;1407.95;0.0;Cc1ncc[nH]1;11.23311;3.77918;11.23311
NIFQOL;Zn;0.940743;0.0;1355.39;Cc1ncc[nH]1;11.16949;3.69056;11.16949
NIFQUR;Zn;0.947845;0.0;1345.56;Cc1ncc[nH]1;11.01885;3.65916;11.01885
NIFRAY;Zn;0.990314;0.0;1236.54;Cc1ncc[nH]1;10.74109;3.49596;10.74108
NIFREC;Zn;1.01818;0.0;1122.07;Cc1ncc[nH]1;10.47877;3.36875;10.47877
NIFRIG;;0.907261;1447.89;0.0;Cc1ncc[nH]1;11.56057;3.95425;11.56057
NIFROM;;0.921773;0.0;1349.81;Cc1ncc[nH]1;11.31343;3.38605;11.31343
NIFRUS;Zn;0.925849;0.0;1348.76;Cc1ncc[nH]1;11.41817;3.36183;11.41817
NIFSAZ;Zn;0.923987;1421.23;0.0;Cc1ncc[nH]1;11.2497;3.82476;11.2497
NIFSIH;Zn;0.948352;0.0;1348.71;Cc1ncc[nH]1;11.10569;3.70126;11.10182
NIFSON;;1.01818;0.0;1177.27;Cc1ncc[nH]1;10.52274;3.37948;10.52274
NIFSUT;Zn;0.907866;1452.53;0.0;Cc1ncc[nH]1;11.565;3.97778;11.565
NIFTAA;Zn;0.911573;0.0;1353.96;Cc1ncc[nH]1;11.35447;3.45616;11.35447
NIGBOW;V;0.664852;2482.86;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;11.78334;11.5503;11.78334
NIGDIS;Cu;0.66573;3028.37;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1ccc2c(c1)cc(cc2)c1cc(cc(c1)C(=O)O)C(=O)O;13.93489;7.3524;13.77096
NIGFIT;Er;1.71393;0.0;70.7282;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.20818;1.62973;4.20818
NIGFOZ;Tb;1.67096;0.0;67.3017;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.24126;1.62722;4.24126
NIGFUF;Dy;1.717;0.0;26.3533;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.12167;1.43973;4.11334
NIGGEQ;Tm;1.73486;0.0;21.9236;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.14805;1.56695;4.14805
NIGGIU;Yb;1.76259;0.0;35.4096;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.09783;1.64365;4.09421
NIGPOL01;U;3.47798;0.0;7.21476;OP(=O)(c1cccc(c1)P(=O)(O)O)O;4.14069;2.71174;4.14069
NIGQAY;Cd;1.25254;928.526;0.0;OC(=O)c1ccc(cc1)n1nc(cc1C)C(=O)O;11.58932;9.57739;11.58932
NIHBAI;Fe;1.7748;0.0;231.181;OC=O;4.7247;3.65018;4.7247
NIHBAI01;Fe;1.76453;0.0;246.104;OC=O;4.75768;3.68765;4.75768
NIHBAI02;Fe;1.74298;279.992;0.0;OC=O;4.7992;3.7527;4.7992
NIHBEM;Fe;1.76394;0.0;219.802;OC=O;4.81391;3.66722;4.81234
NIHBEM01;Fe;1.74049;0.0;242.596;OC=O;4.86963;3.68768;4.86529
NIHBEM02;Fe;1.70286;298.791;0.0;OC=O;5.0008;3.78661;4.9994
NIHBIQ;Fe;1.66955;352.47;0.0;OC=O;5.23892;3.89254;5.22698
NIHBIQ01;Fe;1.65496;370.001;0.0;OC=O;5.28415;3.89548;5.21585
NIHBIQ02;Fe;1.6285;399.878;0.0;OC=O;5.36817;3.95045;5.36817
NIHDEQ;Cu;1.37795;436.587;0.0;OC(=O)c1ccncc1;4.57959;3.92052;4.57959
NIHDIU;Cu;1.3079;679.602;0.0;OC(=O)c1ccncc1;4.45002;3.57906;4.43107
NIHDUD;La;2.27712;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;3.32431;0.93272;3.31818
NIKYOW;Fe;1.80221;0.0;180.428;OC=O;4.5526;3.54858;4.54399
NIKYOW01;Fe;1.78633;0.0;198.063;OC=O;4.60358;3.58557;4.60358
NIKYOW02;Fe;1.75151;0.0;238.945;OC=O;4.71377;3.68268;4.71377
NIKYUC;Fe;1.7317;0.0;257.359;OC=O;4.88861;3.64648;4.88416
NIKYUC01;Fe;1.71164;0.0;284.018;OC=O;4.93009;3.69033;4.92342
NIKYUC02;Fe;1.67303;336.822;0.0;OC=O;5.04945;3.78453;5.02099
NIKZAJ;Fe;1.81345;0.0;178.575;OC=O;4.53888;3.58581;4.53049
NIKZAJ01;Fe;1.79638;0.0;194.126;OC=O;4.59657;3.61716;4.58231
NIKZAJ02;Fe;1.76634;0.0;228.493;OC=O;4.67168;3.69107;4.66273
NIKZEN;Fe;1.74151;0.0;270.137;OC=O;4.81502;3.70962;4.80171
NIKZEN01;Fe;1.72603;0.0;287.784;OC=O;4.85343;3.7135;4.85343
NIKZEN02;Fe;1.70038;327.371;0.0;OC=O;4.93286;3.78792;4.93286
NILCAO;Gd;1.79678;0.0;0.0;OC(=O)c1ccc(cc1)Oc1ccccc1C(=O)O;2.44359;1.33767;2.42607
NILCAP;Tb;5.45004;0.0;0.0;OC(=O)O;1.05763;0.3955;1.04159
NIMPEG;Cu;0.765355;2466.28;0.0;CCOc1c(cc(cc1c1ccc(cc1)C(=O)O)C(c1cc(c2ccc(cc2)C(=O)O)c(c(c1)c1ccc(cc1)C(=O)O)OCC)(C)C)c1ccc(cc1)C(=O)O;5.90929;5.25253;5.89353
NIMPEG01;Cu;0.654312;3529.37;0.0;CCOc1c(cc(cc1c1ccc(cc1)C(=O)O)C(c1cc(c2ccc(cc2)C(=O)O)c(c(c1)c1ccc(cc1)C(=O)O)OCC)(C)C)c1ccc(cc1)C(=O)O;8.15439;5.40968;8.15439
NIMPOQ;Cu;0.581959;4000.92;0.0;COc1c(cc(cc1c1ccc(cc1)C(=O)O)C(c1cc(c2ccc(cc2)C(=O)O)c(c(c1)c1ccc(cc1)C(=O)O)OC)(C)C)c1ccc(cc1)C(=O)O;9.48433;7.47639;9.48433
NIMTAE;Ag;1.0571;857.673;0.0;n1ccc(cc1)[C@@H]1[C@H](c2ccncc2)[C@H]([C@H]1c1ccncc1)c1ccncc1;4.79937;4.4136;4.79679
NIMVOW;Cd;1.8887;0.0;0.0;OC(=O)c1cc(F)cnc1;2.43821;1.37915;2.43716
NIMVUC;Cd;2.20527;0.0;0.0;OC(=O)c1cc(F)cnc1;1.77015;1.0722;1.75545
NIMWEN;Cd;2.06673;0.0;0.0;OC(=O)c1cc(Cl)cnc1;2.19242;1.00458;2.19242
NINVAI;Fe;0.936759;1219.44;212.839;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;11.26744;4.85167;11.25966
NIPROU;Cd;2.64789;0.0;0.0;OC(=O)c1ccnc(c1)P(=O)(O)O;1.76909;1.06726;1.74433
NIPWIT;Zn;2.63548;0.0;0.0;OC(=O)c1ccnc(c1)C(=O)O;1.64;1.0742;1.45917
NIPWIT01;Zn;2.6504;0.0;0.0;OC(=O)c1ccnc(c1)C(=O)O;1.62757;1.0463;1.41978
NIRCUO;0;1.75611;0.0;0.0;O[C@H]([C@@H](C(=O)O)O)C(=O)O;1.72786;0.95917;1.47277
NIRGAY;Mn;0.919399;1366.53;0.0;OC(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)O)c(c(c1C)COc1ccc(cc1)C(=O)O)C;8.19179;4.59715;8.19179
NIRMUW;Ba;2.17304;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;3.02563;1.27718;3.02264
NIRMUW01;Ba;2.17922;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;3.03565;1.25096;3.03565
NIRNAD;Sr;1.99107;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.8971;1.32938;2.81244
NIRPAI;*Al;1.06539;1276.52;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.76392;6.61396;6.76392
NIRPEM;*Al;1.06432;1274.55;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.92684;6.78182;6.92684
NIRPIQ;Al;1.06044;1288.47;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.92636;6.7753;6.92636
NIRROY;0;1.29622;485.589;0.0;OC(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.1013;3.92003;6.07907
NIRSUF;Mn;1.77717;0.0;0.0;O=N(=O)c1cc(ccc1C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;2.01074;1.09903;1.87989
NIRTAM;Mn;1.54489;0.0;0.0;O=N(=O)c1cc(ccc1c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O;3.42369;1.70464;3.42369
NIRTEQ;Mn;1.78678;0.0;0.0;O=N(=O)c1cc(ccc1c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O;3.18993;1.75478;3.18817
NIRVIW;Mn;1.65322;0.0;0.0;O=N(=O)c1cc(ccc1c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O;3.59514;1.09667;3.59514
NISCOJ;Zn;1.18763;0.0;221.001;OC(=O)c1ccc(cc1)n1c(C)nnc1C;4.55507;2.96207;4.50688
NISGII;0;0.800737;2578.62;25.8122;OC(=O)c1cc(cc(c1)C(=O)O)[C@@H]1CS[C@@H]2[C@H]1SC[C@H]2c1cc(cc(c1)C(=O)O)C(=O)O;10.47115;5.67457;10.47115
NISPEL;Zn;1.22147;878.622;0.0;OC(=O)c1ccc(cc1)P(=O)(O)O;7.01082;3.90981;6.79455
NIVFUT01;Ti;1.53448;0.0;0.0;Oc1ccc(cc1)O;2.53224;1.40365;2.53224
NIWPIU;Mg;1.40092;0.0;0.0;OC=O;2.95059;2.46707;2.95059
NIWQIV;Ni;2.29477;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;1.7015;0.7947;1.69943
NIWYAV;;1.18949;1185.37;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;8.36555;7.14585;8.35809
NIWYEZ;Zn;0.984253;0.0;1180.76;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;14.05979;3.56125;14.05979
NIWYID;Zn;1.25202;0.0;661.737;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.21269;3.60275;5.19714
NIWYOJ;Zn;1.12902;1468.92;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;7.55697;6.21639;7.54474
NIWZIE;Mg;1.42107;0.0;0.0;OC=O;2.93931;2.30772;2.93931
NIWZIE01;Mg;1.41205;0.0;0.0;OC=O;2.9611;2.36007;2.9611
NIWZIE02;Mg;1.41217;0.0;0.0;OC=O;2.95545;2.39896;2.95418
NIWZIE03;Mg;1.42266;0.0;0.0;OC=O;2.94006;2.2886;2.93131
NIWZIE04;Mg;1.42047;0.0;0.0;OC=O;2.94635;2.30848;2.93755
NIWZIE05;Mg;1.41765;0.0;0.0;OC=O;2.95328;2.32451;2.94493
NIWZIE06;Mg;1.41504;0.0;0.0;OC=O;2.9513;2.34598;2.94961
NIWZIE07;Mg;1.41356;0.0;0.0;OC=O;2.95029;2.36507;2.94882
NIWZIE08;Mg;1.41241;0.0;0.0;OC=O;2.95087;2.38345;2.95087
NIWZIE09;Mg;1.41143;0.0;0.0;OC=O;2.94829;2.40622;2.94829
NIWZIE10;Mg;1.41137;0.0;0.0;OC=O;2.94277;2.42438;2.94277
NIWZIE11;Mg;1.41106;0.0;0.0;OC=O;2.93405;2.44869;2.93405
NIWZIE12;Mg;1.41019;0.0;0.0;OC=O;2.93723;2.45252;2.93723
NIWZIE13;Mg;1.41077;0.0;0.0;OC=O;2.937;2.45268;2.937
NIWZIE14;Mg;1.40904;0.0;0.0;OC=O;2.94138;2.45698;2.94138
NIWZIE15;Mg;1.40723;0.0;0.0;OC=O;2.94235;2.46148;2.94235
NIWZIE16;Mg;1.40557;0.0;0.0;OC=O;2.94952;2.46551;2.94952
NIWZIE17;Mg;1.40189;0.0;0.0;OC=O;2.95696;2.47171;2.95696
NIWZIE18;Mg;1.40313;0.0;0.0;OC=O;2.95153;2.47294;2.95153
NIWZIE19;Mg;1.4168;0.0;0.0;OC=O;2.9337;2.30626;2.93112
NIYZIG;Zn;0.987916;1609.31;0.0;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;7.69674;4.85174;7.68734
NOCKOG;Mg;1.45168;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.63749;1.33685;2.5467
NOCLOH;Sr;1.69619;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.58475;1.62835;2.58475
NOCLOH01;Sr;1.688;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.67278;1.78312;2.67278
NOCLOH02;Sr;1.68331;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.70393;1.90744;2.69395
NOCMAU;Sr;1.66002;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;2.46545;1.28312;2.4599
NODKAT;In;1.20089;0.0;414.265;OC(=O)[C@H]1CC[C@@](C1(C)C)(C)C(=O)O;4.87174;3.58316;4.87174
NODKUN;In;0.764763;2881.91;0.0;OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O;8.11946;6.79716;8.09568
